 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
9290,49,1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
5911,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
9618,39,1,1,2,6,2,2,2,0,6,6,6,0,205128.2051,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,25641.02564,25641.02564,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
24800,17,1,1,2,6,2,2,2,0,6,6,6,0,470588.2353,117647.0588,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,58823.52941,58823.52941,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1108,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
2323,75,1,1,0,6,0,0,0,0,6,6,6,0,80000,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1840,10,1,1,0,6,0,0,0,0,6,6,6,0,600000,200000,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,100000,100000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
5051,9,1,1,2,6,2,2,2,0,6,6,6,0,888888.8889,222222.2222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,111111.1111,111111.1111,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
135,16,1,1,2,6,2,2,2,0,6,6,6,0,500000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,62500,62500,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1089,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1216,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
5214,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1935,34,1,1,0,6,0,0,0,0,6,6,6,0,176470.5882,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,29411.76471,29411.76471,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1107,12,1,1,2,6,2,2,2,0,6,6,6,0,666666.6667,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,83333.33333,83333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
668,51,1,1,0,6,0,0,0,0,6,6,6,0,117647.0588,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,19607.84314,19607.84314,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
783,85,1,1,2,6,2,2,2,0,6,6,6,0,94117.64706,23529.41176,85,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,11764.70588,11764.70588,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
32776,40,1,1,0,6,0,0,0,0,6,6,6,0,150000,50000,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25000,25000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
8300,63,1,1,0,6,0,0,0,0,6,6,6,0,95238.09524,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15873.01587,15873.01587,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
2144,73,1,1,2,6,2,2,2,0,6,6,6,0,109589.0411,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2033,69,1,1,2,6,2,2,2,0,6,6,6,0,115942.029,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14492.75362,14492.75362,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1095,111,1,1,2,6,2,2,2,0,6,6,6,0,72072.07207,18018.01802,111,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,9009.009009,9009.009009,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5907,97,1,1,0,6,0,0,0,0,6,6,6,0,61855.6701,20618.5567,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,10309.27835,10309.27835,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1782,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1056,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
49176,94,1,1,2,6,2,2,2,0,6,6,6,0,85106.38298,21276.59574,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
32782,74,1,1,2,6,2,2,2,0,6,6,6,0,108108.1081,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2725,67,1,1,2,6,2,2,2,0,6,6,6,0,119402.9851,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5100,68,1,1,0,6,0,0,0,0,6,6,6,0,88235.29412,29411.76471,68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14705.88235,14705.88235,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
5050,75,1,1,0,6,0,0,0,0,6,6,6,0,80000,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1042,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8652,81,1,1,2,6,2,2,2,0,6,6,6,0,98765.4321,24691.35802,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12345.67901,12345.67901,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
52673,72,1,1,2,6,2,2,2,0,6,6,6,0,111111.1111,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
10024,60,1,1,0,6,0,0,0,0,6,6,6,0,100000,33333.33333,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16666.66667,16666.66667,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
2111,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3551,38,1,1,0,6,0,0,0,0,6,6,6,0,157894.7368,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
524,36,1,1,0,6,0,0,0,0,6,6,6,0,166666.6667,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,27777.77778,27777.77778,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
3322,53,1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
6000,85,1,1,2,6,2,2,2,0,6,6,6,0,94117.64706,23529.41176,85,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,11764.70588,11764.70588,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5214,54,1,1,0,6,0,0,0,0,6,6,6,0,111111.1111,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
3268,69,1,1,2,6,2,2,2,0,6,6,6,0,115942.029,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14492.75362,14492.75362,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
6566,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
6002,65,1,1,2,6,2,2,2,0,6,6,6,0,123076.9231,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,15384.61538,15384.61538,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2013,49,1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
55055,33,1,1,0,6,0,0,0,0,6,6,6,0,181818.1818,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,30303.0303,30303.0303,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
705,64,1,1,0,6,0,0,0,0,6,6,6,0,93750,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15625,15625,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1060,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
7921,44,1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1972,91,1,1,2,6,2,2,2,0,6,6,6,0,87912.08791,21978.02198,91,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10989.01099,10989.01099,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1123,33,1,1,2,6,2,2,2,0,6,6,6,0,242424.2424,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,30303.0303,30303.0303,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
9944,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
2033,54,1,1,2,6,2,2,2,0,6,6,6,0,148148.1481,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2725,72,1,1,2,6,2,2,2,0,6,6,6,0,111111.1111,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
9071,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
7496,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
16018,51,1,1,2,6,2,2,2,0,6,6,6,0,156862.7451,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
255,46,1,1,2,6,2,2,2,0,6,6,6,0,173913.0435,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3323,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
14441,45,1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
3367,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
7000,45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1059,27,1,1,0,6,0,0,0,0,6,6,6,0,222222.2222,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,37037.03704,37037.03704,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
1186,50,1,1,2,6,2,2,2,0,6,6,6,0,160000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20000,20000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8200,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3017,50,1,1,2,6,2,2,2,0,6,6,6,0,160000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20000,20000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
146,35,1,1,0,6,0,0,0,0,6,6,6,0,171428.5714,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,28571.42857,28571.42857,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
62078,48,1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
19350,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
722,57,1,1,2,6,2,2,2,0,6,6,6,0,140350.8772,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17543.85965,17543.85965,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5903,19,1,1,2,6,2,2,2,0,6,6,6,0,421052.6316,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,52631.57895,52631.57895,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8193,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2008,83,1,1,0,6,0,0,0,0,6,6,6,0,72289.15663,24096.38554,83,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12048.19277,12048.19277,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
